brand,model,fuel,build_year,mileage_km,transmission,body_type,title,price_cents,url
Audi,A3,Hybride Elektrisch/Benzine,2022,90730,Automaat,Hatchback,Audi A3 Sportback 30 TFSI Advanced edition | Adaptieve cruis,1995000,https://www.marktplaats.nl/v/auto-s/audi/m2410824112-audi-a3-sportback-30-tfsi-advanced-edition-adaptieve-cruis
Audi,,,,,,,A5 schade auto diesel,200000,https://www.marktplaats.nl/v/auto-s/audi/m2380346400-a5-schade-auto-diesel
Audi,A2,Benzine,2004,190510,Handgeschakeld,MPV,Audi A2 1.4 Pro Line,350000,https://www.marktplaats.nl/v/auto-s/audi/m2410820469-audi-a2-1-4-pro-line
Audi,RS3,Benzine,2016,135758,Automaat,Hatchback,Audi RS3 2.5 270KW Sportback 2016 Zwart,3050000,https://www.marktplaats.nl/v/auto-s/audi/m2380344092-audi-rs3-2-5-270kw-sportback-2016-zwart
Audi,A3,Benzine,2018,139000,Automaat,Hatchback,Audi S3 2.0 Tfsi 310pk Quattro S Tronic 2018 Blauw,2750000,https://www.marktplaats.nl/v/auto-s/audi/m2399102503-audi-s3-2-0-tfsi-310pk-quattro-s-tronic-2018-blauw
Audi,Q3,Hybride Elektrisch/Benzine,2022,87934,Automaat,SUV of Terreinwagen,Audi Q3 45 TFSI e S edition,2994500,https://www.marktplaats.nl/v/auto-s/audi/m2410815331-audi-q3-45-tfsi-e-s-edition
Audi,A3,Overige brandstoffen,2005,224656,Handgeschakeld,Hatchback,Audi - A3 Sportback - 2.0 FSI Ambition - 38-RV-PG,0,https://www.marktplaats.nl/v/auto-s/audi/m2410812910-audi-a3-sportback-2-0-fsi-ambition-38-rv-pg
Audi,Q5,Benzine,2008,,Automaat,Stationwagon,"Audi Q5 2.0 TFSI quattro Pro Line 211pk 2008, 84-KBV-6",0,https://www.marktplaats.nl/v/auto-s/audi/m2410812862-audi-q5-2-0-tfsi-quattro-pro-line-211pk-2008-84-kbv-6
Audi,A3,Benzine,2022,166949,Automaat,Sedan,2022 Audi A3 automaat Limousine Personenauto,0,https://www.marktplaats.nl/v/auto-s/audi/m2410812783-2022-audi-a3-automaat-limousine-personenauto
Audi,A4,Benzine,2010,144513,Handgeschakeld,Sedan,Audi A4 Limousine 1.8 TFSI Pro Line 120pk 2010 (Origineel-NL,0,https://www.marktplaats.nl/v/auto-s/audi/m2410812753-audi-a4-limousine-1-8-tfsi-pro-line-120pk-2010-origineel-nl
Audi,A3,Benzine,2014,277180,Automaat,Sedan,Audi A3 Limousine 1.4 TFSI CoD Ambiente Pro Line Plus 2014 |,0,https://www.marktplaats.nl/v/auto-s/audi/m2410812724-audi-a3-limousine-1-4-tfsi-cod-ambiente-pro-line-plus-2014
Audi,Q3,Benzine,2015,296722,Automaat,Stationwagon,Audi Q3 1.4 TFSI CoD Pro Line 2015 | GN-694-N,0,https://www.marktplaats.nl/v/auto-s/audi/m2410812718-audi-q3-1-4-tfsi-cod-pro-line-2015-gn-694-n
Audi,A1,Benzine,2021,56001,Automaat,Hatchback,Audi A1 Sportback 25 TFSI Pro Line S 2021 | R-306-DV,0,https://www.marktplaats.nl/v/auto-s/audi/m2410812644-audi-a1-sportback-25-tfsi-pro-line-s-2021-r-306-dv
Audi,A4,Benzine,2017,59000,Automaat,Stationwagon,Audi A4 1.4 Tfsi Avant AUT 2017 Blauw,1900000,https://www.marktplaats.nl/v/auto-s/audi/m2410812203-audi-a4-1-4-tfsi-avant-aut-2017-blauw
Audi,A4,Diesel,2018,349503,Automaat,Stationwagon,"Audi A4 Avant 2.0 TDI Sp S l edition, RP-323-D",0,https://www.marktplaats.nl/v/auto-s/audi/m2410812146-audi-a4-avant-2-0-tdi-sp-s-l-edition-rp-323-d
Audi,Q5,Hybride Elektrisch/Benzine,2025,3026,Automaat,SUV of Terreinwagen,Audi Q5 Sportback 2.0 TFSI e-hybrid quattro S|LUCHTVERING|PA,7585000,https://www.marktplaats.nl/v/auto-s/audi/m2410811479-audi-q5-sportback-2-0-tfsi-e-hybrid-quattro-s-luchtvering-pa
Audi,A1,Benzine,2014,48694,Handgeschakeld,Hatchback,Audi A1 1.2 TFSI Attraction 48 DKM Panorama Navi Stoelvw PDC,1045000,https://www.marktplaats.nl/v/auto-s/audi/m2409488009-audi-a1-1-2-tfsi-attraction-48-dkm-panorama-navi-stoelvw-pdc
Audi,A3,Benzine,2019,76624,Automaat,Cabriolet,Audi A3 CABRIOLET 40 TFSI CoD Design Pro Line Plus Quattro |,3295000,https://www.marktplaats.nl/v/auto-s/audi/m2409943629-audi-a3-cabriolet-40-tfsi-cod-design-pro-line-plus-quattro
Audi,Q5,Hybride Elektrisch/Benzine,2021,96185,Automaat,SUV of Terreinwagen,Audi Q5 Sportback 55 TFSIe Competition S Line Luchtvering,4250000,https://www.marktplaats.nl/v/auto-s/audi/m2410802788-audi-q5-sportback-55-tfsie-competition-s-line-luchtvering
Audi,A3,Benzine,2021,37596,Automaat,Hatchback,Audi A3 Sportback 35 TFSI S Line B&O|Keyless|Night|Lane Assi,3189000,https://www.marktplaats.nl/v/auto-s/audi/m2410799207-audi-a3-sportback-35-tfsi-s-line-b-o-keyless-night-lane-assi
Audi,A3,Diesel,2022,108391,Automaat,Hatchback,Audi A3 35 TDI S-Line Plus ACC B&O Camera Keyless 2022,3195000,https://www.marktplaats.nl/v/auto-s/audi/m2410796964-audi-a3-35-tdi-s-line-plus-acc-b-o-camera-keyless-2022
Audi,A3,Benzine,2014,156000,Handgeschakeld,Hatchback,Audi A3 1.2 Tfsi 77KW 3D 2014 Grijs audi a 3 zuinig 3 drs 8v,0,https://www.marktplaats.nl/v/auto-s/audi/m2410794888-audi-a3-1-2-tfsi-77kw-3d-2014-grijs-audi-a-3-zuinig-3-drs-8v
Audi,A4,Benzine,2020,98759,Automaat,Sedan,Audi A4 Limousine 40 TFSI S-Line edition ORG NL 20 INCH BLAC,3375000,https://www.marktplaats.nl/v/auto-s/audi/m2410793586-audi-a4-limousine-40-tfsi-s-line-edition-org-nl-20-inch-blac
Audi,S6,Benzine,2013,160000,Automaat,Sedan,Audi S6 4.0 Quattro 309KW S-tronic 2013 Grijs,2850000,https://www.marktplaats.nl/v/auto-s/audi/m2392629037-audi-s6-4-0-quattro-309kw-s-tronic-2013-grijs
Audi,A1,Benzine,2014,176747,Handgeschakeld,Hatchback,Audi A1 1.2 Tfsi 140pk 2014 Zwart,695000,https://www.marktplaats.nl/v/auto-s/audi/m2407573996-audi-a1-1-2-tfsi-140pk-2014-zwart
Audi,Q4 e-tron,Elektrisch,2022,23111,Automaat,SUV of Terreinwagen,Audi Q4 e-tron 35 E-tron 3X S-line 170pk 2022 Blauw,3695000,https://www.marktplaats.nl/v/auto-s/audi/m2390643142-audi-q4-e-tron-35-e-tron-3x-s-line-170pk-2022-blauw
Audi,Q2,Benzine,2023,93944,Automaat,SUV of Terreinwagen,Audi Q2 1.5 DSG | Camera 35 TFSI advanced | Leer | Elektr. a,2394000,https://www.marktplaats.nl/v/auto-s/audi/m2410788224-audi-q2-1-5-dsg-camera-35-tfsi-advanced-leer-elektr-a
Audi,A1,Benzine,2010,208470,Automaat,Hatchback,Audi A1 1.4 TFSI Ambition Pro Line Business bj.2010 Navi|Air,695000,https://www.marktplaats.nl/v/auto-s/audi/m2410787887-audi-a1-1-4-tfsi-ambition-pro-line-business-bj-2010-navi-air
Audi,A4,Benzine,2007,258000,Handgeschakeld,Stationwagon,Audi A4 1.6 Avant Apk | NAP | trekhaak | cruise | sportvelge,275000,https://www.marktplaats.nl/v/auto-s/audi/m2410783654-audi-a4-1-6-avant-apk-nap-trekhaak-cruise-sportvelge
Audi,RS5,Benzine,2010,224834,Automaat,Coupé,Unieke Audi Rs5 4.2 V8 331KW Coupe Quattro AUT 2010 Grijs,2250000,https://www.marktplaats.nl/v/auto-s/audi/m2335716791-unieke-audi-rs5-4-2-v8-331kw-coupe-quattro-aut-2010-grijs
Audi,Q3,Hybride Elektrisch/Benzine,2021,45462,Automaat,SUV of Terreinwagen,Audi Q3 45 TFSIe S-Line|Pano|360|Keyless|Matrix,3595000,https://www.marktplaats.nl/v/auto-s/audi/m2410781577-audi-q3-45-tfsie-s-line-pano-360-keyless-matrix
Audi,A4,Diesel,2016,228457,Automaat,Stationwagon,Audi A4 Avant 3.0 TDI S Line B&O Cruise Clima Stoelverw. Amb,1690000,https://www.marktplaats.nl/v/auto-s/audi/m2410780396-audi-a4-avant-3-0-tdi-s-line-b-o-cruise-clima-stoelverw-amb
Audi,A3,Hybride Elektrisch/Benzine,2024,20365,Automaat,Hatchback,Audi A3 Sportback 40 TFSI e Advanced Edition Hybrid | LEDER,3289900,https://www.marktplaats.nl/v/auto-s/audi/m2410779862-audi-a3-sportback-40-tfsi-e-advanced-edition-hybrid-leder
Audi,A3,Benzine,2017,183458,Automaat,Sedan,Audi A3 S3 2.0 Tfsi 310pk S Tronic Quattro 2017 Blauw,2575000,https://www.marktplaats.nl/v/auto-s/audi/m2407698155-audi-a3-s3-2-0-tfsi-310pk-s-tronic-quattro-2017-blauw
Audi,Q5,Benzine,2009,140501,Automaat,SUV of Terreinwagen,Audi Q5 2.0 TFSI quattro Pro Line XENON/leer/NAVI,1399900,https://www.marktplaats.nl/v/auto-s/audi/m2410778138-audi-q5-2-0-tfsi-quattro-pro-line-xenon-leer-navi
Audi,Q5,Benzine,2008,169000,Automaat,SUV of Terreinwagen,"Audi Q5 2.0 TFSI quattro S-line XENON/pano/20""/nwe MOTOR",1299900,https://www.marktplaats.nl/v/auto-s/audi/m2410777950-audi-q5-2-0-tfsi-quattro-s-line-xenon-pano-20-nwe-motor
Audi,A6,Benzine,2011,245000,Handgeschakeld,Sedan,Audi 2011 Zwart,1400000,https://www.marktplaats.nl/v/auto-s/audi/m2390630347-audi-2011-zwart
Audi,A3,Benzine,2018,110372,Automaat,Sedan,Audi A3 Limousine 40 TFSI 2.0 | Pano | Leer | Dealeronder.,0,https://www.marktplaats.nl/v/auto-s/audi/m2410775339-audi-a3-limousine-40-tfsi-2-0-pano-leer-dealeronder
Audi,A3,CNG (Aardgas),2014,243652,Automaat,Hatchback,Audi A3 1.4TFSI G-tron 81KW SB S-tro 2014 Bruin,675000,https://www.marktplaats.nl/v/auto-s/audi/m2400770425-audi-a3-1-4tfsi-g-tron-81kw-sb-s-tro-2014-bruin
Audi,RS3,Benzine,2022,51135,Automaat,Sedan,Audi RS 3 2.5 TFSI quattro Pano B&O Keramisch Leer Carbon,6795000,https://www.marktplaats.nl/v/auto-s/audi/m2410772355-audi-rs-3-2-5-tfsi-quattro-pano-b-o-keramisch-leer-carbon
Audi,TT,Benzine,2008,82198,Handgeschakeld,Cabriolet,Audi TT 2.0 Tfsi Roadster 147KW 2008 Grijs,1395000,https://www.marktplaats.nl/v/auto-s/audi/m2380274999-audi-tt-2-0-tfsi-roadster-147kw-2008-grijs
Audi,A3,Benzine,2011,,Automaat,Hatchback,Audi A3 1.2 Tfsi 77KW Sportback S-tronic 2011 Grijs,630000,https://www.marktplaats.nl/v/auto-s/audi/m2410769738-audi-a3-1-2-tfsi-77kw-sportback-s-tronic-2011-grijs
Audi,A4,Benzine,2009,225345,Automaat,Stationwagon,Audi A4 1.8 Tfsi Avant Automaat Zwart Xenon Led,449500,https://www.marktplaats.nl/v/auto-s/audi/m2410766249-audi-a4-1-8-tfsi-avant-automaat-zwart-xenon-led
Audi,A1,Benzine,2023,36999,Automaat,Hatchback,Audi A1 Sportback 35 TFSI S edition|Sonos|Keyles| (bj 2023),2899900,https://www.marktplaats.nl/v/auto-s/audi/m2410766039-audi-a1-sportback-35-tfsi-s-edition-sonos-keyles-bj-2023
Audi,A6,Diesel,2019,219897,Automaat,Stationwagon,Audi A6 allroad quattro 50 TDI 285 pk | Luchtvering | Nightv,3299000,https://www.marktplaats.nl/v/auto-s/audi/m2410765330-audi-a6-allroad-quattro-50-tdi-285-pk-luchtvering-nightv
Audi,S5,Benzine,2017,124896,Automaat,Coupé,Audi S5 3.0 TFSI S5 Quattro |virtual|360|pano|Nappa|B&O|H/U,3399500,https://www.marktplaats.nl/v/auto-s/audi/m2410765083-audi-s5-3-0-tfsi-s5-quattro-virtual-360-pano-nappa-b-o-h-u
Audi,S3,Benzine,2019,129215,Automaat,Hatchback,Audi S3 2.0 TFSI Sportback |Quattro|Pano|Kuipstoelen|Keyless,2899500,https://www.marktplaats.nl/v/auto-s/audi/m2410764501-audi-s3-2-0-tfsi-sportback-quattro-pano-kuipstoelen-keyless
Audi,A1,Benzine,2019,112675,Automaat,Hatchback,Audi A1 Sportback 30 TFSI l Carplay l Virtual l Automaat,1700000,https://www.marktplaats.nl/v/auto-s/audi/m2400761072-audi-a1-sportback-30-tfsi-l-carplay-l-virtual-l-automaat
Audi,A3,Benzine,2008,312678,Handgeschakeld,Hatchback,Audi A3 Sportback 1.8 tfsi benzine *inruilkoopje*,119900,https://www.marktplaats.nl/v/auto-s/audi/m2410763683-audi-a3-sportback-1-8-tfsi-benzine-inruilkoopje
Audi,A6,Benzine,2010,248612,Automaat,Stationwagon,Audi A6 2.8 FSI 3x S-line Avant Automaat 2010 Grijs,499500,https://www.marktplaats.nl/v/auto-s/audi/m2410762099-audi-a6-2-8-fsi-3x-s-line-avant-automaat-2010-grijs
Audi,A6,Diesel,2015,215192,Automaat,Sedan,"A6 3.0 TDI BiT q. Premium Edition Full Options, APK tm 04-27",1550000,https://www.marktplaats.nl/v/auto-s/audi/m2380265505-a6-3-0-tdi-bit-q-premium-edition-full-options-apk-tm-04-27
Audi,A3,Benzine,2019,101506,Handgeschakeld,Hatchback,Audi A3 sportback,0,https://www.marktplaats.nl/v/auto-s/audi/m2390615920-audi-a3-sportback
Audi,S3,Benzine,2024,13104,Automaat,Sedan,Audi S3 Limousine 2.0 TFSI Quattro 333PK AUT|BTW|Akra|Pano|M,6449900,https://www.marktplaats.nl/v/auto-s/audi/m2402588065-audi-s3-limousine-2-0-tfsi-quattro-333pk-aut-btw-akra-pano-m
Audi,A3,Benzine,2013,163963,Handgeschakeld,Hatchback,Audi A3 1.2 TFSI Ambition Pro Line plus|Trekhaak|Navi,745000,https://www.marktplaats.nl/v/auto-s/audi/m2410760879-audi-a3-1-2-tfsi-ambition-pro-line-plus-trekhaak-navi
Audi,A6,Benzine,2013,228000,Automaat,Sedan,"Audi A6 2.0 Tfsi S-Line 2013 20""",1000000,https://www.marktplaats.nl/v/auto-s/audi/m2403895476-audi-a6-2-0-tfsi-s-line-2013-20
Audi,A3,Benzine,2010,197814,Automaat,Cabriolet,Audi A3 1.8 Tfsi 118KW Cabrio AUT 2010 Beige Apk 23-5-2027!!,945000,https://www.marktplaats.nl/v/auto-s/audi/m2390611124-audi-a3-1-8-tfsi-118kw-cabrio-aut-2010-beige-apk-23-5-2027
Audi,A7,Benzine,2012,171000,Automaat,Coupé,Audi 2012 3.0 tfsi | Supercharged,1775000,https://www.marktplaats.nl/v/auto-s/audi/m2400751148-audi-2012-3-0-tfsi-supercharged
Audi,A6,Benzine,2019,192038,Automaat,Stationwagon,Audi A6 Avant 45 TFSI | PANO | LEER | ELEK. STOELEN |,2194500,https://www.marktplaats.nl/v/auto-s/audi/m2410755414-audi-a6-avant-45-tfsi-pano-leer-elek-stoelen
Audi,A3,Benzine,2004,334610,Automaat,Hatchback,Audi A3 2.0 FSi 110KW AUT 3D 2004 Blauw Cilma Xenon apk nap,199900,https://www.marktplaats.nl/v/auto-s/audi/m2394434950-audi-a3-2-0-fsi-110kw-aut-3d-2004-blauw-cilma-xenon-apk-nap
Audi,A4,Benzine,2008,242463,Automaat,Stationwagon,"Audi A4 Avant 1.8 TFSI Pro Line Business AUTOMAAT, Clima, CC",495000,https://www.marktplaats.nl/v/auto-s/audi/m2403881592-audi-a4-avant-1-8-tfsi-pro-line-business-automaat-clima-cc
Audi,A5,Benzine,2009,156304,Automaat,Cabriolet,Audi A5 Cabriolet 2.0 TFSI quattro Pro Line 156Dkm.NAP AUTOM,995000,https://www.marktplaats.nl/v/auto-s/audi/m2402455866-audi-a5-cabriolet-2-0-tfsi-quattro-pro-line-156dkm-nap-autom
Audi,A4,Benzine,2009,190438,Handgeschakeld,Stationwagon,"Audi A4 Avant 1.8 TFSI S edition Clima, PDC, LM & nw. APK",575000,https://www.marktplaats.nl/v/auto-s/audi/m2410037178-audi-a4-avant-1-8-tfsi-s-edition-clima-pdc-lm-nw-apk
Audi,Q5,Benzine,2012,205024,Automaat,SUV of Terreinwagen,"Audi Q5 2.0 TFSI quattro Pro Line AUTOMAAT, Clima, Stoelvw,",1195000,https://www.marktplaats.nl/v/auto-s/audi/m2402455822-audi-q5-2-0-tfsi-quattro-pro-line-automaat-clima-stoelvw
Audi,A5,Benzine,2009,227261,Automaat,Coupé,"Audi A5 2.0 Tfsi 155KW,Coupe ,Quattro 2009 ,APK -05.2027",720000,https://www.marktplaats.nl/v/auto-s/audi/m2400744571-audi-a5-2-0-tfsi-155kw-coupe-quattro-2009-apk-05-2027
Audi,Q8,Hybride Elektrisch/Benzine,2021,183382,Automaat,SUV of Terreinwagen,"Audi Q8 55 TFSI e quattro S Line Sport RS STOELEN, NAP",5275000,https://www.marktplaats.nl/v/auto-s/audi/m2400742027-audi-q8-55-tfsi-e-quattro-s-line-sport-rs-stoelen-nap
Audi,Q3,Benzine,2020,69833,Handgeschakeld,SUV of Terreinwagen,"Audi Q3 35 TFSI Pro Line (STOELVERWARMING, CRUISE CONTROL, N",2094500,https://www.marktplaats.nl/v/auto-s/audi/m2410746093-audi-q3-35-tfsi-pro-line-stoelverwarming-cruise-control-n
Audi,A3,Benzine,2014,134000,Automaat,Hatchback,Audi A3 1.4 Tfsi 92KW Sportback S-tronic 2014 Grijs,1250000,https://www.marktplaats.nl/v/auto-s/audi/m2400741085-audi-a3-1-4-tfsi-92kw-sportback-s-tronic-2014-grijs
Audi,TT,Benzine,2007,143042,Automaat,Coupé,Audi TT 3.2 V6 QUATTRO 250pk ProLine S | BOSE | XENON,1595000,https://www.marktplaats.nl/v/auto-s/audi/m2410745886-audi-tt-3-2-v6-quattro-250pk-proline-s-bose-xenon
Audi,A3,Benzine,2016,118500,Automaat,Sedan,Audi A3 Limousine 2.0TFSI Quattro Design Pro Line Plus luxe,2199900,https://www.marktplaats.nl/v/auto-s/audi/m2400740194-audi-a3-limousine-2-0tfsi-quattro-design-pro-line-plus-luxe
Audi,RS5,Benzine,2013,97272,Automaat,Cabriolet,"Audi RS5 Cabriolet 4.2 FSI quattro, B&O, Carbon (bj 2013)",4750000,https://www.marktplaats.nl/v/auto-s/audi/m2410743358-audi-rs5-cabriolet-4-2-fsi-quattro-b-o-carbon-bj-2013
Audi,Q4 e-tron,Elektrisch,2023,176200,Automaat,SUV of Terreinwagen,Audi Q4 40 e-tron | 2023 | Accu SOH% 95% | Garantie mogelijk,2479000,https://www.marktplaats.nl/v/auto-s/audi/m2410739133-audi-q4-40-e-tron-2023-accu-soh-95-garantie-mogelijk
Audi,A4,Benzine,2010,196291,Automaat,Stationwagon,"Audi A4 Allroad Quattro 2.0 TFSI Pro Line Business Pano, tre",1195000,https://www.marktplaats.nl/v/auto-s/audi/m2410736778-audi-a4-allroad-quattro-2-0-tfsi-pro-line-business-pano-tre
Audi,A3,Benzine,2017,155860,Handgeschakeld,Sedan,Audi A3 Limousine 1.5TFSI Sport/Panoramadak/NAP/BTW,1499900,https://www.marktplaats.nl/v/auto-s/audi/m2410734586-audi-a3-limousine-1-5tfsi-sport-panoramadak-nap-btw
Audi,A3,Benzine,2016,,Automaat,Hatchback,Audi A3 1.4 Tfsi 150pk CoD Ultra 2016 Zwart,990000,https://www.marktplaats.nl/v/auto-s/audi/m2410731072-audi-a3-1-4-tfsi-150pk-cod-ultra-2016-zwart
Audi,Q3,Hybride Elektrisch/Benzine,2022,117107,Automaat,SUV of Terreinwagen,Audi Q3 Sportback 45 TFSI e S Edition + 3x S-LINE + CAMERA +,2990000,https://www.marktplaats.nl/v/auto-s/audi/m2410730797-audi-q3-sportback-45-tfsi-e-s-edition-3x-s-line-camera
Audi,A1,Benzine,2019,143322,Automaat,Hatchback,Audi A1 Sportback 30 TFSI Advanced + LED + CRUISE + S-LINE +,1680000,https://www.marktplaats.nl/v/auto-s/audi/m2410728154-audi-a1-sportback-30-tfsi-advanced-led-cruise-s-line
Audi,A6,Hybride Elektrisch/Benzine,2021,122752,Automaat,Stationwagon,Audi A6 Avant 55 TFSI e quattro Competition | HUD | 21'' Vel,3795000,https://www.marktplaats.nl/v/auto-s/audi/m2410726558-audi-a6-avant-55-tfsi-e-quattro-competition-hud-21-vel
Audi,A3,Benzine,2017,179028,Automaat,Sedan,Audi A3 1.0 TFSI Aut - 3x S line - Org nl - Pano,1644500,https://www.marktplaats.nl/v/auto-s/audi/m2410726362-audi-a3-1-0-tfsi-aut-3x-s-line-org-nl-pano
Audi,S3,Benzine,2014,186400,Automaat,Hatchback,Audi S3 2.0 Tfsi 221KW Sportback Quattro 2014 Grijs,1790000,https://www.marktplaats.nl/v/auto-s/audi/m2404486797-audi-s3-2-0-tfsi-221kw-sportback-quattro-2014-grijs
Audi,A6,Hybride Elektrisch/Benzine,2020,47537,Automaat,Sedan,Audi A6 Limousine 55 TFSI e quattro Competition | Pano | Stu,4195000,https://www.marktplaats.nl/v/auto-s/audi/m2410725619-audi-a6-limousine-55-tfsi-e-quattro-competition-pano-stu
Audi,A6,Benzine,2013,,Automaat,Stationwagon,Audi S6 Qauttro Sport,2000000,https://www.marktplaats.nl/v/auto-s/audi/m2401823064-audi-s6-qauttro-sport
Audi,A3,Hybride Elektrisch/Benzine,2020,79000,Automaat,Hatchback,Audi A3 Sportback 40 e-tron | S-line | Dealer onderhouden,1995000,https://www.marktplaats.nl/v/auto-s/audi/m2410723714-audi-a3-sportback-40-e-tron-s-line-dealer-onderhouden
Audi,A3,Benzine,2021,123453,Automaat,Hatchback,Audi A3 Sportback 30 (1.0) TFSi AUT/S-Tronic Sport 02-2021 |,2150000,https://www.marktplaats.nl/v/auto-s/audi/m2406278917-audi-a3-sportback-30-1-0-tfsi-aut-s-tronic-sport-02-2021
Audi,Q5,Hybride Elektrisch/Benzine,2021,145103,Automaat,SUV of Terreinwagen,Audi Q5 Sportback 50 TFSi-E 299pk PHEV Quattro AUT/S-Tronic,2950000,https://www.marktplaats.nl/v/auto-s/audi/m2403013670-audi-q5-sportback-50-tfsi-e-299pk-phev-quattro-aut-s-tronic
Audi,Q5,Hybride Elektrisch/Benzine,2021,92652,Automaat,SUV of Terreinwagen,Audi Q5 50 TFSi-E 299pk PHEV Quattro AUT/S-Tronic 12-2021 (N,3075000,https://www.marktplaats.nl/v/auto-s/audi/m2403013794-audi-q5-50-tfsi-e-299pk-phev-quattro-aut-s-tronic-12-2021-n
Audi,A6,Hybride Elektrisch/Benzine,2021,147003,Automaat,Stationwagon,Audi A6 Avant 50 TFSi-e 299pk PHEV Quattro Sport 08-2021 | B,2775000,https://www.marktplaats.nl/v/auto-s/audi/m2403015614-audi-a6-avant-50-tfsi-e-299pk-phev-quattro-sport-08-2021-b
Audi,Q5,Hybride Elektrisch/Benzine,2024,45323,Automaat,SUV of Terreinwagen,Audi Q5 50 TFSi-E 299pk PHEV Quattro AUT/S-Tronic 07-2024 |,3785000,https://www.marktplaats.nl/v/auto-s/audi/m2410000235-audi-q5-50-tfsi-e-299pk-phev-quattro-aut-s-tronic-07-2024
Audi,Q5,Hybride Elektrisch/Benzine,2021,142123,Automaat,SUV of Terreinwagen,Audi Q5 50 TFSi-E 299pk PHEV Quattro AUT/S-Tronic 10-2021 (N,2675000,https://www.marktplaats.nl/v/auto-s/audi/m2410306307-audi-q5-50-tfsi-e-299pk-phev-quattro-aut-s-tronic-10-2021-n
Audi,Q2,Benzine,2022,57338,Handgeschakeld,SUV of Terreinwagen,Audi Q2 35 (1.5) TFSi (2x)S-Line 12-2021 (M2022) | VirtualCP,2485000,https://www.marktplaats.nl/v/auto-s/audi/m2409153003-audi-q2-35-1-5-tfsi-2x-s-line-12-2021-m2022-virtualcp
Audi,A6,Hybride Elektrisch/Benzine,2023,49266,Automaat,Stationwagon,Audi A6 Avant 50 TFSi-e 299pk PHEV Quattro Sport 08-2023 | B,3550000,https://www.marktplaats.nl/v/auto-s/audi/m2409709386-audi-a6-avant-50-tfsi-e-299pk-phev-quattro-sport-08-2023-b
Audi,A3,Benzine,2015,169995,Automaat,Cabriolet,Audi A3 1.4 Tfsi 150pk Cabrio S-tronic Ambition NL AUTO,1475000,https://www.marktplaats.nl/v/auto-s/audi/m2404478800-audi-a3-1-4-tfsi-150pk-cabrio-s-tronic-ambition-nl-auto
Audi,Q2,Benzine,2021,79112,Automaat,SUV of Terreinwagen,Audi Q2 35 TFSI S-line Pano B&O Keyless Matrix ACC,2790000,https://www.marktplaats.nl/v/auto-s/audi/m2410722542-audi-q2-35-tfsi-s-line-pano-b-o-keyless-matrix-acc
Audi,Q3,Hybride Elektrisch/Benzine,2023,5898,Automaat,SUV of Terreinwagen,Audi Q3 Sportback 45 TFSIe S-line Pano Sonos Audi Exclusive,4690000,https://www.marktplaats.nl/v/auto-s/audi/m2410721344-audi-q3-sportback-45-tfsie-s-line-pano-sonos-audi-exclusive
Audi,Q3,Hybride Elektrisch/Benzine,2023,41845,Automaat,SUV of Terreinwagen,Audi Q3 Sportback 45 TFSIe S-line Sonos Pano Memory Seats,4690000,https://www.marktplaats.nl/v/auto-s/audi/m2410718973-audi-q3-sportback-45-tfsie-s-line-sonos-pano-memory-seats
Audi,Q3,Hybride Elektrisch/Benzine,2021,45000,Automaat,SUV of Terreinwagen,Audi Q3 45 Tfsi e 245pk Phev S Tronic 2021 Grijs,3344900,https://www.marktplaats.nl/v/auto-s/audi/m2390570504-audi-q3-45-tfsi-e-245pk-phev-s-tronic-2021-grijs
Audi,Q4 e-tron,Elektrisch,2024,31000,Automaat,SUV of Terreinwagen,Audi Q4 e-tron 45 E-tron 77kWh 286pk 2024 Grijs,0,https://www.marktplaats.nl/v/auto-s/audi/m2410715955-audi-q4-e-tron-45-e-tron-77kwh-286pk-2024-grijs
Audi,A5,Benzine,2021,79444,Automaat,Hatchback,Audi A5 Sportback 45 TFSI Quattro 3x S-Line Comp. 265 PK Ful,4339500,https://www.marktplaats.nl/v/auto-s/audi/m2410715200-audi-a5-sportback-45-tfsi-quattro-3x-s-line-comp-265-pk-ful
Audi,A3,Hybride Elektrisch/Benzine,2015,170955,Automaat,Hatchback,Audi A3 Sportback 1.4 TFSI E-tron Nwe distr.riem! S-Line,1144000,https://www.marktplaats.nl/v/auto-s/audi/m2403075809-audi-a3-sportback-1-4-tfsi-e-tron-nwe-distr-riem-s-line
Audi,RS6,Benzine,2016,219202,Automaat,Stationwagon,Audi A6 Avant 4.0 TFSI RS 6 quattro PANORAMADAK/CARBON/FACEL,3995000,https://www.marktplaats.nl/v/auto-s/audi/m2410713755-audi-a6-avant-4-0-tfsi-rs-6-quattro-panoramadak-carbon-facel
Audi,A4,Benzine,2019,94193,Automaat,Stationwagon,AUDI A4 AVANT 35 TFSI AUT. SPORT LEASE ED. | LEDER | ADAPTIV,2290000,https://www.marktplaats.nl/v/auto-s/audi/m2410713294-audi-a4-avant-35-tfsi-aut-sport-lease-ed-leder-adaptiv
Audi,A3,Benzine,2017,190800,Automaat,Hatchback,Audi A3 Sportback 1.0 TFSI Sport Lease Edition PDC NAVI,1194000,https://www.marktplaats.nl/v/auto-s/audi/m2410712516-audi-a3-sportback-1-0-tfsi-sport-lease-edition-pdc-navi
